tc,area,pop,pden,wden,urb,paper,glass,metal,plastic,msw_so,msw_un,msw,sor,geo,roads,s_wteregio,s_landfill
100.1500015,7.650000095,6642,868.2352905,401880.375,2,19.12317423,8.060148615,2.75645373,5.255912971,2391825,682560,3074385,77.8,3,41,9.898176193,11.29678535
113.0299988,4.869999886,1575,323.4086304,150972.2813,3,13.09853312,8.312716342,1.39030378,12.96361027,588345,146890,735235,80.02,1,25,0,37.24168015
208.75,161.5299988,18701,115.7741623,54520.03906,3,13.24971141,6.897820754,1.147647759,6.554272455,5893488,2769542,8663030,68.03,2,643,0,48.26402283
101.9000015,22.39999962,3006,134.1964264,49770.04688,2,12.50752344,10.40544504,3.236492117,5.74947818,821816,247540,1069356,76.85,3,69,17.46755028,4.897195816
89.13999939,26.44000053,11816,446.8986206,221744.5469,2,11.21023871,5.933010241,1.999701173,5.337283807,4552446,1310480,5862926,77.65,3,60,38.50149155,4.551429749
151.5800018,14.31000042,26617,1860.027954,899957.8125,1,10.52102991,9.862640513,1.377267683,4.559263082,8774057,4104340,12878397,68.13,3,126,38.50149155,4.551429749
140.3399963,38.34999847,8621,224.7979279,131736.5313,2,12.61894073,8.620184573,1.379308707,6.637265008,4375296,676800,5052096,86.6,3,74,33.10504913,15.23353004
206.8500061,101.1600037,4726,46.71806717,18099.95898,3,12.93697624,7.57152407,1.959429643,7.424445328,1608681,222311,1830992,87.86,3,78,33.10504913,15.23353004
251.0700073,1.929999948,232,120.2072601,53592.74609,3,7.61838467,9.581955643,1.47727053,4.863004428,46234,57200,103434,44.7,3,12,0,16.86346436
82.01000214,5.53000021,3802,687.522583,341721.6875,2,11.0568703,7.881480917,2.545719712,3.777806353,1492061,397660,1889721,78.96,3,14,38.50149155,4.551429749
126.1900024,5.480000019,23208,4235.036621,1800187,1,12.20935578,9.529727497,1.82145509,4.677717492,7192115,2672910,9865025,72.91,3,57,38.50149155,4.551429749
110.25,25.09000015,16403,653.7664185,335735.375,2,11.84575338,8.84419858,2.37202593,6.611721044,6721314,1702287,8423601,79.79,3,71,38.50149155,4.551429749
99.30999756,5.610000134,3699,659.3582764,304096.5938,2,12.70118911,9.573078731,2.277280768,7.676517103,1382374,323608,1705982,81.03,3,26,38.50149155,4.551429749
92.55000305,9.989999771,6816,682.2822876,357669.2813,2,12.35728143,4.809639542,2.193127791,5.378498767,3083356,489760,3573116,86.29,3,49,38.50149155,4.551429749
340.0700073,31.04000092,3882,125.0644302,71174.16406,2,20.17004897,4.096103376,1.5313822,7.92532837,1492846,716400,2209246,67.57,2,57,12.07579041,31.49303818
89.68000031,15.07999992,5782,383.4217529,155086.3438,2,15.94773511,8.544739774,2.283061288,10.6229866,2101652,237050,2338702,89.86,3,66,38.50149155,4.551429749
150.4100037,26.20000076,7931,302.7098999,68494.42188,2,18.27529291,13.80053205,2.519957605,9.778307033,1138714,655840,1794554,63.45,3,126,0,16.86346436
89.01000214,10.19999981,1611,157.9411774,79388.63281,2,11.99979253,8.332057241,1.777801927,9.97710444,616594,193170,809764,76.14,3,10,18.53964043,11.31804276
128.0099945,13.05000019,11883,910.574707,544929.25,2,10.01557093,7.716140743,1.71430733,4.736809318,5778317,1333010,7111327,81.26,3,45,38.50149155,4.551429749
227.9400024,49.22999954,8112,164.7775726,81566.75,2,14.00063902,6.528127911,1.683289209,4.799614298,2890751,1124780,4015531,71.99,3,110,38.50149155,4.551429749
116.0800018,1.980000019,7426,3750.505127,1717877.75,1,12.42145141,9.472575688,1.966750142,5.219059928,2742778,658620,3401398,80.64,3,18,38.50149155,4.551429749
144.0800018,36.15000153,2070,57.26140976,35943.51172,3,7.04809606,10.3885919,2.039468722,5.395741589,944438,354920,1299358,72.68,3,104,33.10504913,15.23353004
226.1699982,209.7599945,31824,151.7162476,63820.98828,2,6.160113961,4.945212141,0.760135324,4.251484079,4082130,9304960,13387090,30.49,1,121,0,76.68603516
125.7200012,12.28999996,33903,2758.584229,1123286.5,1,11.50663544,9.577122113,2.15400859,6.407336197,11636331,2168860,13805191,84.29,3,89,38.50149155,4.551429749
164.0599976,68.19999695,15559,228.1378326,149494.2031,2,10.1976224,8.67737387,1.825863636,5.298600246,8116504,2079000,10195504,79.61,3,132,38.50149155,4.551429749
133.3899994,4.929999828,16596,3366.328613,1544922.625,1,14.03166139,9.389522808,2.351956314,5.825639916,6329878,1286590,7616468,83.11,3,40,38.50149155,4.551429749
93.38999939,6.449999809,4163,645.4263916,279533.6563,2,13.88469832,9.742694366,1.616202401,5.295087277,1367602,435390,1802992,75.85,3,17,38.50149155,4.551429749
106.75,23.93000031,3293,137.6096954,71579.5625,2,8.482461605,5.924984485,4.118047824,4.253607481,1367359,345540,1712899,79.83,3,53,38.50149155,4.551429749
102.7300034,10.73999977,3125,290.9683533,149797.7656,2,11.81860336,6.561919609,3.131161317,8.805540431,1365548,243280,1608828,84.88,3,5,18.53964043,11.31804276
123.75,38.43000031,13991,364.0645447,206161.125,2,22.09625621,5.653829241,0.857868938,8.02614287,5974112,1918920,7893032,75.69,2,169,12.07579041,31.49303818
284.3999939,17.75,599,33.74647903,10354.76074,3,13.15853904,17.74675321,0.970092004,19.02098511,141417,42380,183797,76.94,3,110,0,16.86346436
139.8699951,37.45999908,1534,40.9503479,15393.72656,3,11.74423263,2.942864724,0.211567175,8.632981242,272953,298400,571353,47.77,1,35,0,76.68603516
111.2300034,34.99000168,2213,63.24663925,25586.25195,3,6.366844156,7.538566879,2.173662935,4.320518105,334169,523230,857399,38.97,3,32,17.46755028,4.897195816
170,69.23000336,26986,389.8020935,152210.0156,2,10.76469751,7.406405694,0.051340451,8.335658363,7419400,3118100,10537500,70.41,1,258,4.046452045,45.41190338
190.0099945,24.22999954,6440,265.7862244,189582.5938,3,12.2649712,7.876482556,2.076895915,7.617295072,4120946,472640,4593586,89.71,3,64.98000336,33.10504913,15.23353004
100.7799988,5.78000021,7777,1345.501709,689565.5625,2,10.47698403,9.857768632,1.998399775,4.533971416,2831429,1154260,3985689,71.04,3,21,38.50149155,4.551429749
120.9599991,10.96000004,1859,169.6167908,74540.50781,2,8.744571364,13.02346248,3.066597794,4.883936134,559304,257660,816964,68.46,3,10,38.50149155,4.551429749
68.91000366,32.93000031,3004,91.22380829,20591.25391,3,10.77469878,17.70908608,0.992670373,3.598596015,246430,431640,678070,36.34,2,5,11.05105972,11.28596973
176.3600006,64.91999817,2689,41.42021179,22818.96289,3,12.22823977,7.771800727,2.426611998,4.31785458,809447,552520,1361967,59.43,3,135,33.10504913,15.23353004
152.3999939,40.13999939,19456,484.7035522,182598.4063,2,6.278327307,7.776519544,1.143147554,6.995047411,4915960,2413540,7329500,67.07,1,86,27.87697983,3.602712631
96.37000275,5.420000076,3176,585.9778442,259356.2656,2,9.866181598,7.670851263,1.949191548,5.29127253,1052301,353410,1405711,74.86,3,30,38.50149155,4.551429749
127.0800018,3.549999952,6150,1732.394409,746489.3125,2,11.67870486,11.1621083,2.230912248,6.199158729,2245417,404620,2650037,84.73,3,45,38.50149155,4.551429749
90.41999817,8.300000191,4857,585.1807251,231826.375,2,15.79079484,8.800208299,2.491478095,10.68934532,1710689,213470,1924159,88.91,3,43,38.50149155,4.551429749
116.5100021,9.300000191,42220,4539.784668,2040981.375,1,13.21128614,9.844304819,1.765153355,6.203535754,14739637,4241490,18981127,77.65,3,110.3499985,38.50149155,4.551429749
129.1699982,11.17000008,2140,191.5845947,81446.01563,2,10.30852364,10.32281325,4.591800842,3.775754271,658562,251190,909752,72.39,3,15,38.50149155,4.551429749
110.2900009,32.81000137,4308,131.3014221,57562.60156,3,14.74805269,7.270353256,0.92135618,10.32616782,1304553,567029,1871582,69.7,2,118,0,48.26402283
211.3699951,9.880000114,2297,232.4898834,180883.2031,2,10.21976067,12.56262849,2.024143793,4.892324324,1320096,467030,1787126,73.87,3,21,9.898176193,11.29678535
130.5200043,5.269999981,4698,891.4611206,396734.1563,2,14.053068,10.07083929,1.814147673,6.376301004,1786009,304780,2090789,85.42,3,22,38.50149155,4.551429749
107.0199966,26.09000015,17562,673.1314697,365338.9375,2,13.9691868,6.303748977,2.129076125,7.053836081,7366283,2165410,9531693,77.28,3,133,38.50149155,4.551429749
154.6000061,36.27999878,2290,63.12017822,43321.14453,3,8.50987885,10.53705849,0.225044236,3.260437325,1054781,516910,1571691,67.11,3,82,33.10504913,15.23353004
95.94000244,5.179999828,5079,980.5019531,438154.25,2,12.1957721,9.740756129,2.356321864,5.301724195,1862039,407600,2269639,82.04,3,25,38.50149155,4.551429749
114.2900009,9.25,17285,1868.648682,857253.75,1,12.93036708,10.01387586,1.870536422,7.360323608,7000327,929270,7929597,88.28,3,69,38.50149155,4.551429749
153.5500031,59.93999863,7642,127.4941635,72875.02344,3,16.29821372,5.807246077,1.138725528,5.084671263,2310206,2057923,4368129,52.89,3,235,33.10504913,15.23353004
125.6600037,5.25,12438,2369.142822,1042091.063,1,11.35043862,11.065846,1.466830976,5.586935279,4671989,798989,5470978,85.4,3,60,38.50149155,4.551429749
171.5500031,146.3600006,17854,121.9868774,63494.35547,2,17.42124262,6.029010547,1.62018131,7.344727244,7230043,1881240,9111283,79.35,2,150,12.07579041,31.49303818
102.1900024,5.880000114,4702,799.6598511,387551.5313,2,13.7920654,9.75709616,2.12594068,9.518900932,1999513,279290,2278803,87.74,3,41,38.50149155,4.551429749
110.8300018,5.639999866,5862,1039.361694,447421.6563,2,12.26095303,11.96770463,2.04005773,6.961875331,2197118,326340,2523458,87.07,3,33,38.50149155,4.551429749
142.7700043,5.559999943,5344,961.151062,443314.75,2,11.70141551,9.812847133,1.884105598,6.556638795,1821680,643150,2464830,73.91,3,28,38.50149155,4.551429749
390.0899963,142.3099976,8462,59.46173859,61005.74219,3,5.866033336,5.994245154,0.596183225,1.523176207,3239258,5442469,8681727,37.31,2,138,12.07579041,31.49303818
132.1600037,7.909999847,7416,937.5474243,460197.4688,1,8.632582836,10.60529724,0.778811492,5.603047337,2540202,1099960,3640162,69.78,3,65,38.50149155,4.551429749
168.3699951,157.8699951,114198,723.3673706,359048.0938,1,16.4712192,8.368482075,2.125735583,7.148142686,46785040,8519580,55304620,84.6,3,687,18.53964043,11.31804276
119.9199982,8.550000191,16397,1917.77771,900443.75,1,11.46777015,9.723600865,1.816622188,5.083159778,6686394,1012400,7698794,86.85,3,176,38.50149155,4.551429749
85,5.769999981,13858,2401.733154,991337.25,1,10.80818655,9.640008,1.73898115,6.968162327,4240696,1479320,5720016,74.14,3,61,38.50149155,4.551429749
98.88999939,20.71999931,25309,1221.476929,624017.1875,2,12.87485587,9.644664397,2.143672103,7.148809139,10526886,2402750,12929636,81.42,3,63,38.50149155,4.551429749
159.6000061,84.41000366,2724,32.27105713,18375.39258,3,6.765600712,6.124622599,1.337595346,3.492176676,786107,764960,1551067,50.68,3,93,33.10504913,15.23353004
113.5400009,33.24000168,1861,55.98675919,16840.43164,3,12.21024124,12.46748699,1.539901675,7.855463614,332896,191100,523996,63.53,3,50,17.46755028,4.897195816
135.6499939,33.02999878,3740,113.2304001,35162.73047,3,10.22209785,11.31368793,2.723378608,9.416880126,995535,165890,1161425,85.72,2,66,11.05105972,11.28596973
160.8300018,5.769999981,1785,309.3587646,181053.0313,2,12.89404562,12.48253047,2.428312702,6.345125187,831596,213080,1044676,79.6,3,15,38.50149155,4.551429749
119.2600021,7.610000134,576,75.68988037,37422.60156,3,13.98102435,21.04211583,0.990568357,8.385945938,205666,79120,284786,72.22,3,12,38.50149155,4.551429749
97.58999634,3.160000086,3925,1242.088623,540828.8125,2,10.59303612,9.717504604,1.921043593,7.183536286,1356309,352710,1709019,79.36,3,13,38.50149155,4.551429749
123.4800034,14.75,40397,2738.779541,1192906.25,1,11.92285379,9.671352142,1.644080419,6.07488289,13801698,3793670,17595368,78.44,3,125,38.50149155,4.551429749
145.9900055,12.30000019,4730,384.5528259,147059.3438,3,9.620583471,9.605103852,1.56570822,9.963457041,1442970,365860,1808830,79.77,1,46,27.87697983,3.602712631
125.9800034,11.22999954,9085,808.9937744,349141.25,2,14.81691753,10.57192613,1.684836168,7.083657242,3327086,593770,3920856,84.86,3,74,38.50149155,4.551429749
150.9299927,6.659999847,6390,959.4594727,507833.9375,2,13.03362867,9.8095781,2.782322849,6.371641435,2694284,687890,3382174,79.66,3,31,38.50149155,4.551429749
293.980011,10.46000004,287,27.43785858,10666.44336,3,7.138951878,7.776214249,1.538930367,4.669672227,43951,67620,111571,39.39,3,14,0,16.86346436
134.4499969,3.480000019,8254,2371.839111,1045573.25,1,11.06113761,11.07460435,0.832739011,5.070088867,2635735,1002860,3638595,72.44,3,39,38.50149155,4.551429749
127.0299988,25.04000092,10819,432.0686646,253528.1875,2,14.05328254,11.83448413,2.072382318,7.90576002,5422756,925590,6348346,85.42,3,81,38.50149155,4.551429749
212.25,28.42000008,9100,320.197052,246479,2,12.29031027,6.962436329,1.711922155,3.717251828,4857853,2147080,7004933,69.35,3,39,38.50149155,4.551429749
133.2599945,2.170000076,6730,3101.382324,1209565.875,1,12.18740928,11.98358096,2.270304539,6.232955572,2301828,322930,2624758,87.7,3,26,38.50149155,4.551429749
244.6300049,13.57999992,2236,164.6539001,96465.90625,2,12.32970511,9.208347742,2.056477561,7.084694967,1115077,194930,1310007,85.12,3,32,24.46764946,23.11911392
124.3099976,11.52000046,37010,3212.673584,1403186.625,1,12.9030462,9.591078343,1.641297617,6.487960502,13282330,2882380,16164710,82.17,3,128,38.50149155,4.551429749
241.9799957,18.46999931,2476,134.0552368,78658.64063,3,5.575344587,6.814310051,1.238965464,2.340268098,280825,1028000,1308825,21.46,3,200,38.50149155,4.551429749
117.9000015,7.650000095,2508,327.8431396,171640.7813,3,10.77718171,8.392051495,2.13837685,4.908411853,1094212,218840,1313052,83.33,3,31,38.50149155,4.551429749
117.7300034,20.15999985,4188,207.7380981,60469.34375,3,15.59559727,15.66450271,0.382261116,2.515868758,993502,225560,1219062,81.5,1,114,0,37.24168015
169.9199982,17.70000076,57647,3256.892578,1510202.25,1,12.57963631,11.52922896,1.332668327,4.876137751,18818642,7911940,26730582,70.4,3,177.0500031,38.50149155,4.551429749
80.69000244,8.590000153,5760,670.5471191,303278.9375,2,12.11208806,8.969217317,0.779105823,5.706354221,1916956,688210,2605166,73.58,3,36,38.50149155,4.551429749
121.7399979,29.79999924,11686,392.1476746,205462.9219,2,13.46140121,7.826997311,2.212175975,5.379389641,5022824,1099971,6122795,82.03,3,84,38.50149155,4.551429749
88.27999878,17.68000031,7609,430.373291,216330.875,2,13.80175856,9.604860997,1.098639643,11.06221877,3107429,576248,3683677,84.36,3,101,17.46755028,4.897195816
110.0999985,8.340000153,2366,283.6930542,139730.4531,2,10.20893258,8.350695755,2.827300249,4.496752912,746573,378100,1124673,66.38,3,64,17.46755028,4.897195816
73.59999847,23.55999947,11939,506.7487488,182648.6875,2,13.33574084,14.76342157,2.535320783,1.742957513,3339003,798180,4137183,80.71,3,80,9.898176193,11.29678535
114.6800003,11.38000011,1093,96.04569244,31549.56055,3,12.45007437,15.39770607,0.456224202,3.850053198,212234,146800,359034,59.11,3,10,38.50149155,4.551429749
95.84999847,2.589999914,1383,533.9768677,179468.3438,2,13.64196694,8.080710292,2.165985762,5.873203348,406213,58610,464823,87.39,3,7,38.50149155,4.551429749
84.97000122,20.31999969,1193,58.71063232,14696.3584,3,2.544955296,11.92110639,0.999564679,6.361718515,174910,123720,298630,58.57,1,23,27.87697983,3.602712631
180.4499969,7.75,872,112.5161285,31450.32227,3,5.530483302,13.95749569,0.754492492,4.801838024,145000,98740,243740,59.49,1,33,27.87697983,3.602712631
170.2799988,215.6300049,7228,33.52038193,16549.28711,3,11.28517317,6.025574166,1.988581831,2.982102119,2513125,1029098,3542223,70.95,2,215,12.07579041,31.49303818
142.3099976,57.79000092,16540,286.2086792,88284.07813,2,12.47828031,9.42551819,0.11352551,1.948730453,3171117,1930820,5101937,62.16,1,150,0,76.68603516
134.2700043,10.43999958,1892,181.226059,107690.4297,2,8.524417231,6.277573006,3.13736338,4.382329083,876208,248080,1124288,77.93,3,34,38.50149155,4.551429749
134.5599976,16.59000015,3370,203.1344147,113002.7109,2,10.27137458,5.452988854,3.578943999,4.125960479,1416595,458120,1874715,75.56,3,70,38.50149155,4.551429749
103.1500015,66.20999908,39131,591.0134277,265523.875,2,12.91351957,9.461935737,2.674357457,5.250531347,14786275,2794060,17580335,84.11,3,268,9.898176193,11.29678535
146.6300049,107.1299973,16890,157.6589203,101384.7422,2,11.22157316,10.12899229,1.24053674,3.465316042,5626307,5235040,10861347,51.8,3,193,33.10504913,15.23353004
233.0399933,5.380000114,809,150.3717499,61545.72266,2,6.89486464,7.827770328,1.563500405,5.871054253,174276,156840,331116,52.63,3,23,0,16.86346436
120.5999985,22.34000015,10959,490.5550537,270825.4688,2,18.33084004,7.379491164,1.833084004,6.874436903,5040919,1009322,6050241,83.32,3,129,38.50149155,4.551429749
137.7599945,24.44000053,1234,50.49099731,26324.71289,3,1.165725796,14.92129019,2.797741911,4.352042973,234916,408460,643376,36.51,3,42,38.50149155,4.551429749
157.1000061,37.13999939,82045,2209.07373,1129630.25,1,13.80277272,11.84250479,0.856690619,6.10909889,30327609,11626860,41954469,72.29,3,479,38.50149155,4.551429749
78.05000305,10.97999954,8470,771.4025879,309257.4688,2,9.833177595,2.260541216,0.502142891,9.540714921,2041557,1354090,3395647,60.12,2,36,0,42.47533035
193.3500061,21.67000008,552,25.47300339,6614.536133,3,11.7624898,14.07243071,0.000106044,14.07591899,109753,28914,138667,79.15,1,25,8.904969215,39.5241394
179.9199982,12.27999973,6830,556.1889648,299588.9375,2,8.285430199,10.93289611,2.541539003,3.704261431,2618287,1060665,3678952,71.17,3,53,38.50149155,4.551429749
89.75,11.47000027,1323,115.3443756,38866.87109,2,12.01606988,14.44404816,3.653631761,4.822085091,320088,125715,445803,71.8,3,40,9.898176193,11.29678535
99.69999695,4.889999866,11697,2392.024658,1117113.5,1,12.09423571,8.862491614,1.981754394,4.219243833,4153405,1309280,5462685,76.03,3,54,38.50149155,4.551429749
104.0599976,20.70000076,2052,99.13043213,49613.57422,2,7.954227893,7.82569832,6.392204097,2.624632303,556451,470550,1027001,54.18,3,10,38.50149155,4.551429749
93.79000092,11.23999977,2232,198.5765228,120299.6484,2,9.243156176,7.465196632,1.364105644,2.839218204,1117538,234630,1352168,82.65,3,35,38.50149155,4.551429749
79.55999756,15.17000008,3943,259.9208984,87179.89063,3,10.9533398,12.91172376,2.798598735,4.995391371,971969,350550,1322519,73.49,3,63,9.898176193,11.29678535
101.6600037,3.069999933,3943,1284.364868,588512.375,2,12.64104879,11.0160162,2.513376354,5.997565772,1480743,325990,1806733,81.96,3,21,38.50149155,4.551429749
218.8399963,27.60000038,21653,784.5289917,412362.9375,2,12.18841535,6.961944404,1.64039575,5.765437914,8080492,2994940,11075432,72.96,2,119,0,48.26402283
103.0500031,12.21000004,1951,159.7870636,60018.50781,3,16.64242262,9.350104936,0.56479983,10.73119676,525406,198620,724026,72.57,1,32,0,42.47533035
141.5800018,6.199999809,917,147.9032288,62478.39063,2,8.390514397,16.00656743,1.077017601,5.099569916,245011,142355,387366,63.25,3,40,38.50149155,4.551429749
133.0899963,10.22999954,3264,319.0615845,172782.0156,3,9.254565616,8.121478196,2.616884292,2.815463124,1318180,449380,1767560,74.58,3,15,38.50149155,4.551429749
116.5,6.409999847,7483,1167.394775,505998.2813,2,15.11933747,5.676858184,2.298879989,7.964361394,2641438,602011,3243449,81.44,3,19,38.50149155,4.551429749
107.4499969,21.88999939,4870,222.4760284,77465.00781,3,11.28135783,8.542031681,1.263070491,7.803107727,1263269,383460,1646729,76.71,2,26,0,42.47533035
82.26000214,14.56000042,3739,256.7994385,100445.8047,2,8.9697646,8.704874081,5.702599195,3.969118442,1128751,333740,1462491,77.18,3,39,9.898176193,11.29678535
194.9199982,46.00999832,6303,136.9919586,70445.125,2,6.294621095,6.186327202,0.543258937,3.623526,1207160,2034020,3241180,37.24,1,150,0,37.24168015
147.5800018,138.8600006,8117,58.45455933,26926.9043,3,14.63759705,6.573639969,1.906677329,7.59662162,2997254,658487,3655741,81.99,2,464,12.07579041,31.49303818
106.3899994,18.38999939,1431,77.81403351,25558.02148,3,11.82097478,11.25290418,8.72E-05,6.970034808,286125,183887,470012,60.88,3,15,24.46764946,23.11911392
173.6900024,49.27999878,5106,103.6120148,46997.07813,3,9.506626897,7.412513558,2.074985665,6.643434242,1627886,611120,2239006,72.71,2,142,0,42.47533035
210.1999969,6.940000057,1216,175.2161407,65904.89844,2,9.765184311,15.31571122,2.729459093,4.904455814,347265,110115,457380,75.92,3,4,38.50149155,4.551429749
96.37000275,34.47999954,9456,274.2459412,118668.9141,2,14.61073431,7.269098644,2.194391383,9.190083154,3200534,891170,4091704,78.22,3,35,18.53964043,11.31804276
143.8800049,50.68000031,4496,88.71349335,42792.5,3,16.50011712,8.789361855,0.860459883,9.828774893,1707677,422610,2130287,80.16,2,199,0,42.47533035
131.0599976,55.02999878,3292,59.82191849,25280.9375,3,16.52151724,9.253743144,0.717289266,2.430114792,1105600,285610,1391210,79.47,1,140,5.633979797,56.75167847
154.0299988,9.119999886,2468,270.6140442,136170.0625,2,11.8208735,13.72260082,1.929427453,6.902568785,1003671,238200,1241871,80.82,3,22,38.50149155,4.551429749
143.6699982,50.97999954,37754,740.5649414,362004.0313,2,14.89599602,7.781536959,7.175678351,1.086861932,14699482,3129240,17828722,82.45,3,220,18.53964043,11.31804276
102.4599991,16.67000008,3249,194.9010162,106498.3203,2,8.295936467,7.945691132,3.415765096,2.875582921,1315587,459740,1775327,74.1,3,18,38.50149155,4.551429749
125.2900009,14.65999985,2578,175.8526611,79003.96094,3,14.55882328,9.582990128,2.166468946,7.484903272,1037818,120380,1158198,89.61,3,29,24.46764946,23.11911392
141.1999969,17.72999954,5622,317.0896912,157914.2813,2,11.97148388,13.48479545,1.858190884,8.259173804,2358465,441355,2799820,84.24,3,50,38.50149155,4.551429749
131.2299957,10.73999977,10446,972.6257324,424217.7813,1,8.415313188,9.017626702,1.327319709,5.403087159,3604679,943660,4548339,79.25,3,38,38.50149155,4.551429749
127.4499969,29.23999977,11748,401.7783813,189726.4063,2,9.804960704,9.238950177,2.408969645,7.303518639,3847000,1700600,5547600,69.35,3,107,38.50149155,4.551429749
161.4600067,72.66999817,1376,18.93491173,13220.72461,3,6.270725995,2.463075722,0.437574811,2.997345824,244759,715991,960750,25.48,2,72,12.07579041,31.49303818
104.8499985,3.299999952,2617,793.0303345,519258.7813,2,7.484211177,8.737045929,1.971341434,2.191527083,1220824,492730,1713554,71.25,3,16,38.50149155,4.551429749
110.1200027,10.11999989,14735,1456.02771,672968.3125,1,13.30325402,11.07112185,1.205502318,7.668374976,5813049,997390,6810439,85.35,3,124,38.50149155,4.551429749
154.3500061,35.36999893,1233,34.8600502,18399.34961,3,9.173536575,16.35132955,2.529714114,9.171692648,462405,188380,650785,71.05,2,62,11.05105972,11.28596973
88.30999756,21.95000076,1567,71.38951874,24203.00586,3,11.44758836,11.27121388,2.085623504,7.922357583,386369,128776,515145,75,3,59,17.46755028,4.897195816
121.8399963,8,7102,887.75,411322.5,2,8.162360435,7.216448164,2.002716846,2.680439315,2403640,886940,3290580,73.05,3,41,38.50149155,4.551429749
106.7699966,15.92000008,1702,106.9095459,35844.34766,3,11.76481927,8.694593107,2.134262813,9.575355477,373502,181400,554902,67.31,2,36,0,42.47533035
77.97000122,9.229999542,2355,255.1462708,91823.1875,2,16.41113922,9.00855193,2.558735523,11.22841959,679308,168220,847528,80.15,3,26,18.53964043,11.31804276
154.8999939,105.2600021,5853,55.60516739,34142.23828,3,6.780265634,4.255954402,2.146717747,2.847672611,1615322,1978490,3593812,44.95,3,238,33.10504913,15.23353004
121.0699997,33.88999939,2778,81.97108459,34592.625,3,10.88119187,12.22977215,2.899490252,5.938359389,841509,293997,1135506,74.11,3,59,17.46755028,4.897195816
66.08999634,11.81000042,22881,1937.425781,980613.4375,2,12.46122435,9.266866677,1.483890271,4.41581049,8815385,2765660,11581045,76.12,3,130,38.50149155,4.551429749
179,24.07999992,8122,337.2923584,136159.6719,2,11.53802164,0.197027808,1.131842408,8.265713044,2694025,584700,3278725,82.17,2,23,11.05105972,11.28596973
142.7599945,15.69999981,1192,75.92356873,32747.32617,3,6.149576082,12.14004936,0.379668296,3.141016041,276653,237480,514133,53.81,3,42,38.50149155,4.551429749
116.7900009,9.93999958,7228,727.1630249,452265.8125,2,12.07468232,7.49145483,1.842500159,3.580229393,3274902,1220620,4495522,72.85,3,60,38.50149155,4.551429749
99.72000122,7.039999962,3489,495.5965881,245884.0938,2,7.833513573,6.207886199,3.090656167,3.060616144,750724,980300,1731024,43.37,3,13,38.50149155,4.551429749
80.48999786,14.94999981,8193,548.0267334,236697,2,11.47989894,8.659675241,1.642363407,5.077968248,2685290,853330,3538620,75.89,3,38,38.50149155,4.551429749
123.8600006,7.949999809,4686,589.43396,260266.7969,2,8.634246136,9.44773167,1.956048003,3.288207891,1454171,614950,2069121,70.28,3,17,38.50149155,4.551429749
194.8600006,27.40999985,1915,69.86501312,26422.875,3,12.60474614,10.2837276,4.229196784,12.1575255,637270,77900,715170,89.11,2,10,0,48.26402283
160.2299957,28.79999924,3496,121.3888931,49394.58594,3,13.97968738,8.280822515,2.558760098,8.122657399,1008624,393900,1402524,71.91,2,78,0,42.47533035
177.3699951,65.40000153,29184,446.2385254,187136.8125,2,10.6142393,5.713983162,0.458053389,5.103626613,7711758,4526990,12238748,63.01,1,240,0,76.68603516
177.1000061,29.40999985,5078,172.6623535,88059.94531,2,11.42138732,15.54962984,0.91434114,6.072568878,2047529,542314,2589843,79.06,3,72,38.50149155,4.551429749
97.80999756,13.39000034,7114,531.2919922,263013.0625,2,15.00790091,8.183954261,2.28761594,7.942653429,3073365,448380,3521745,87.27,3,47,38.50149155,4.551429749
119.9400024,5.78000021,6413,1109.515503,526677.8125,2,12.34492632,8.973332221,1.949610374,8.36423912,2651708,392490,3044198,87.11,3,28,38.50149155,4.551429749
111.4100037,15.31000042,1309,85.49967194,33829.65234,3,9.368025146,11.72354672,3.595066534,7.003622097,392282,95153,487435,80.48,3,16,17.46755028,4.897195816
119.3700027,9.210000038,2113,229.42453,101136.6953,3,13.39711789,9.563388583,5.672759909,6.672256404,810109,121360,931469,86.97,3,38,24.46764946,23.11911392
160.3999939,159.9299927,5151,32.20784378,9929.032227,3,11.30640134,11.00601404,11.74470229,7.034856261,1212340,375610,1587950,76.35,1,235,5.414739132,32.84535599
100.3600006,11.22000027,2877,256.4171143,99016.92969,2,17.67914525,9.568215163,2.364420281,6.914858187,849786,216468,1066254,79.7,3,56,17.46755028,4.897195816
102.3600006,28.72999954,3628,126.2791519,50096.83203,3,11.68082419,8.680717191,1.686604849,7.81813432,973062,466220,1439282,67.61,1,60,0,37.24168015
235.3399963,4.110000134,667,162.2870941,104960.3359,3,11.70943955,17.69594355,0.661818738,4.409265926,319123,112264,431387,73.98,3,4,38.50149155,4.551429749
206.4199982,55.68000031,4955,88.99066162,36799.39063,3,11.05573966,9.080815426,0.797466069,7.723951801,1647210,401780,2048990,80.39,2,289,12.07579041,31.49303818
202.1000061,50.56000137,2000,39.55696106,20124.95898,3,15.66989478,11.19292239,1.739723523,8.009686315,871438,146080,1017518,85.64,3,35,33.10504913,15.23353004
59.09999847,10.17000008,2246,220.8456268,54316.61719,2,9.125995655,5.235336713,0.227552498,1.331462708,199320,345940,545260,36.56,1,51,5.633979797,56.75167847
129.6999969,23.92000008,2558,106.9397964,39391.72266,3,9.936322632,11.0225524,2.182011144,10.79331388,702070,240180,942250,74.51,2,15,11.05105972,11.28596973
